id,precio,tipo,valoraciones,puntaje,personas,dormitorios,banos,estadia,distancia,dependencias
2796,80,Entire home/apt,0,0,3,2,1,1,906.5278707,10
2797,55,Entire home/apt,11,5,3,1,1,2,1695.403802,10
2798,60,Entire home/apt,12,4.5,2,1,1,2,1200.064802,18
2799,50,Private room,0,0,1,1,1,1,307.0891827,12
2800,25,Private room,0,0,1,1,2,3,805.7940584,7
2801,110,Entire home/apt,21,5,0,2,0,2,186.153277,1
2802,50,Entire home/apt,4,4,2,0,1,1,960.937441,22
2803,25,Private room,0,0,2,1,2,3,1905.943938,5
2804,36,Entire home/apt,6,5,2,0,1,5,1278.245365,61
2805,70,Entire home/apt,0,0,3,0,1,3,454.3064815,38
2806,45,Entire home/apt,2,5,2,0,1,6,689.1880774,20
2807,35,Entire home/apt,2,5,2,0,1,3,1483.81217,0
2808,65,Entire home/apt,0,0,4,2,2,3,1469.567866,0
2809,62,Entire home/apt,0,0,4,2,1,1,1524.203528,5
2810,50,Entire home/apt,0,0,2,1,1,1,1231.925346,19
2811,20,Private room,1,5,1,1,0,3,614.2024833,10
2812,42,Private room,0,0,2,1,2,1,1679.110001,7
2813,28,Private room,0,0,2,1,1,1,244.1222284,0
2814,90,Entire home/apt,5,4.5,4,2,2,5,1043.637551,8
2815,90,Entire home/apt,0,0,3,1,1,3,718.2482157,4
2816,137,Entire home/apt,1,5,2,1,1,5,474.883463,2
2817,59,Entire home/apt,23,5,2,1,1,4,1191.668524,13
2818,55,Private room,0,0,3,1,1,3,1061.941262,43
2819,25,Private room,6,5,1,1,1,10,1586.337594,17
2820,97,Entire home/apt,0,0,4,2,1,7,1072.689594,27
2821,32,Private room,0,0,2,1,1,1,963.9781494,3
2822,39,Entire home/apt,2,5,1,1,1,1,1002.424288,9
2823,100,Entire home/apt,0,0,4,2,1,3,1257.831515,6
2824,11,Shared room,0,0,1,1,1,2,409.43243,1
2825,20,Private room,0,0,1,1,2,1,1024.208501,1
2826,66,Entire home/apt,2,4.5,4,1,1,3,998.795086,10
2827,110,Entire home/apt,0,0,0,2,2,7,1447.895382,33
2828,138,Entire home/apt,3,5,4,1,2,3,725.0068228,7
2829,19,Private room,7,4.5,2,1,4,4,1457.270556,4
2830,38,Private room,0,0,1,1,1,1,410.2589928,3
2831,53,Private room,0,0,4,1,2,1,880.4531143,19
2832,120,Entire home/apt,0,0,4,2,1,3,1327.028523,32
2833,50,Entire home/apt,51,4.5,3,0,1,1,941.9276167,12
2834,55,Entire home/apt,14,5,3,1,1,5,556.802308,33
2835,27,Shared room,0,0,2,1,1,1,495.6699043,32
2836,14,Private room,2,5,1,1,1,1,387.4940638,0
2837,48,Entire home/apt,0,0,4,2,1,7,1012.282822,31
2838,80,Entire home/apt,1,4,4,2,1,3,1328.174768,3
2839,49,Entire home/apt,0,0,3,2,1,1,986.4945753,33
2840,43,Entire home/apt,1,5,2,0,1,3,1206.165647,20
2841,50,Entire home/apt,1,5,2,1,1,7,259.5039155,3
2842,38,Entire home/apt,0,0,2,1,1,15,1725.279495,5
2843,42,Entire home/apt,2,4.5,2,0,1,4,975.9854692,20
2844,70,Entire home/apt,2,4.5,2,1,1,6,597.7496839,31
2845,27,Private room,0,0,2,1,0,1,462.8382845,6
2846,68,Entire home/apt,1,5,2,0,1,7,475.2620626,24
2847,300,Entire home/apt,4,4.5,0,2,3,1,371.1258636,6
2848,30,Private room,9,4.5,1,1,0,1,1803.220407,7
2849,20,Entire home/apt,0,0,2,0,1,5,1251.06623,14
2850,49,Entire home/apt,0,0,2,0,1,4,1627.672598,32
2851,42,Entire home/apt,12,5,2,0,1,3,909.1233589,13
2852,190,Entire home/apt,0,0,4,1,0,3,282.4864001,0
2853,70,Entire home/apt,0,0,5,2,1,3,754.708229,47
2854,26,Entire home/apt,6,4,2,1,1,2,1809.60887,7
2855,40,Entire home/apt,11,5,2,1,1,3,1269.944474,30
2856,25,Private room,5,4.5,1,1,1,2,956.2543397,31
2857,28,Private room,3,5,2,1,1,4,712.7564517,4
2858,85,Entire home/apt,2,5,4,2,0,2,1673.867349,8
2859,31,Entire home/apt,0,0,2,1,1,1,976.3785208,1
2860,35,Entire home/apt,1,4,2,1,1,2,449.2600969,3
2861,50,Entire home/apt,8,4,4,1,2,3,1077.336904,6
2862,30,Private room,14,4.5,2,1,2,1,777.9338715,27
2863,33,Private room,0,0,1,1,1,1,923.5460298,29
2864,35,Private room,2,4.5,2,1,2,1,823.6423176,7
2865,55,Entire home/apt,28,4.5,4,2,1,2,1368.701447,4
2866,60,Entire home/apt,0,0,3,1,1,7,462.707019,40
2867,55,Entire home/apt,35,4.5,4,2,1,2,997.1623174,10
2868,99,Entire home/apt,0,0,4,1,2,2,896.4069285,12
2869,88,Entire home/apt,0,0,4,1,1,4,719.6451105,42
2870,30,Entire home/apt,11,4.5,4,1,1,1,699.262538,1
2871,60,Entire home/apt,6,4.5,3,1,2,4,714.6775044,6
2872,45,Entire home/apt,0,0,3,1,1,1,1426.016244,12
2873,45,Entire home/apt,2,5,2,1,1,6,677.4248856,12
2874,16,Private room,0,0,2,1,2,15,1311.497199,5
2875,54,Entire home/apt,34,5,3,1,1,3,585.9339985,5
2876,50,Entire home/apt,4,5,2,0,1,4,712.4875158,0
2877,45,Entire home/apt,0,0,2,1,1,15,1780.883075,7
2878,59,Entire home/apt,34,4.5,4,2,2,1,1410.176972,43
2879,36,Entire home/apt,1,4,2,0,1,7,601.9985546,17
2880,534,Private room,0,0,0,1,3,1,894.0090868,11
2881,38,Entire home/apt,6,4.5,3,0,1,3,1429.56489,94
2882,67,Entire home/apt,5,4,4,2,1,3,1774.759058,4
2883,28,Private room,50,5,2,1,1,2,921.7729885,8
2884,32,Entire home/apt,2,3.5,2,0,1,7,655.3392408,10
2885,85,Entire home/apt,0,0,2,1,1,4,241.6146892,5
2886,500,Entire home/apt,31,5,4,1,1,1,1692.720751,12
2887,55,Entire home/apt,19,4.5,2,1,1,3,1769.299399,5
2888,42,Entire home/apt,1,5,2,0,1,10,1109.113844,1
2889,49,Entire home/apt,3,5,2,1,1,1,1823.644799,33
2890,56,Entire home/apt,12,5,3,1,1,2,1200.41342,6
2891,30,Private room,23,5,2,1,1,1,1241.638275,4
2892,60,Entire home/apt,0,0,3,1,1,3,536.5078258,44
2893,70,Entire home/apt,0,0,4,3,2,3,692.449143,2
2894,32,Private room,7,5,2,1,1,4,834.3334016,9
2895,100,Entire home/apt,1,0,3,2,2,6,1234.795733,9
2896,32,Private room,12,5,2,1,1,1,293.6951039,4
2897,98,Private room,0,0,2,1,0,1,462.9519132,1
2898,53,Private room,0,0,1,1,1,1,1116.244385,10
2899,60,Entire home/apt,1,5,2,1,1,3,1463.87524,38
2900,22,Private room,0,0,2,1,1,1,588.5246679,2
2901,25,Private room,31,5,3,1,2,1,1378.777123,12
2902,27,Entire home/apt,8,4.5,3,1,1,4,606.4452717,6
2903,49,Entire home/apt,0,0,2,1,1,1,1837.459276,33
2904,144,Entire home/apt,1,4,0,3,1,1,1800.265011,41
2905,40,Entire home/apt,1,5,2,1,1,3,1535.927552,14
2906,79,Entire home/apt,46,5,4,0,1,0,506.0381845,10
2907,45,Entire home/apt,2,5,2,1,1,7,457.1040531,11
2908,33,Entire home/apt,31,4.5,2,1,1,2,357.350641,2
2909,30,Entire home/apt,0,0,2,1,1,15,528.1676486,6
2910,66,Entire home/apt,2,4,4,2,0,3,1838.363377,9
2911,120,Entire home/apt,3,4,0,3,0,3,618.1852603,37
2912,160,Entire home/apt,0,0,0,1,1,3,862.443259,7
2913,19,Private room,6,5,3,1,1,3,1705.235955,4
2914,50,Entire home/apt,1,5,2,0,1,2,1173.191739,13
2915,45,Entire home/apt,14,4,4,1,1,4,388.2094386,5
2916,50,Entire home/apt,10,5,2,1,1,3,717.1167066,1
2917,180,Entire home/apt,0,0,0,3,1,1,1279.119087,6
2918,65,Entire home/apt,0,0,2,1,1,3,750.9384854,6
2919,38,Entire home/apt,0,0,3,1,1,7,749.8891416,26
2920,328,Entire home/apt,0,0,0,7,4,3,456.4568806,0
2921,33,Entire home/apt,0,0,2,0,1,2,275.1353238,0
2922,21,Private room,0,0,1,1,1,5,1760.185498,43
2923,75,Entire home/apt,1,0,4,1,1,3,579.0859939,6
2924,55,Entire home/apt,8,4.5,3,1,1,3,843.600795,9
2925,40,Entire home/apt,0,0,3,1,1,2,727.3048495,1
2926,16,Private room,7,5,1,1,1,2,1063.67995,3
2927,50,Entire home/apt,0,0,2,0,1,1,1644.334686,53
2928,23,Entire home/apt,12,4.5,2,0,1,1,1667.634459,71
2929,35,Entire home/apt,4,4.5,2,1,1,2,1585.554898,7
2930,80,Entire home/apt,0,0,2,1,1,7,565.6447207,29
2931,37,Entire home/apt,28,4.5,2,0,1,3,1746.360548,9
2932,35,Entire home/apt,1,5,2,0,1,2,487.4169727,29
2933,60,Entire home/apt,15,4,4,2,0,5,1781.459154,42
2934,31,Private room,9,5,2,1,2,3,745.8195999,1
2935,65,Entire home/apt,19,5,4,1,1,3,1839.266864,37
2936,35,Entire home/apt,8,4.5,3,0,1,4,635.8732383,7
2937,200,Entire home/apt,4,5,4,2,2,4,1890.439655,7
2938,30,Private room,0,0,2,1,1,1,1224.91539,0
2939,39,Entire home/apt,0,0,4,3,2,4,309.0878572,4
2940,91,Entire home/apt,0,0,3,1,1,1,605.1599352,18
2941,29,Entire home/apt,0,0,2,1,1,15,921.9570817,2
2942,89,Entire home/apt,9,5,4,2,0,4,351.9290334,3
2943,31,Entire home/apt,1,5,2,1,1,3,1662.944787,22
2944,45,Entire home/apt,0,0,5,3,2,7,1390.433305,6
2945,50,Private room,0,0,2,1,1,14,1115.322162,16
2946,59,Entire home/apt,0,0,2,1,1,1,925.3469351,13
2947,35,Private room,4,4.5,2,1,1,1,997.2427599,7
2948,85,Entire home/apt,0,0,2,1,1,1,1385.93584,10
2949,107,Entire home/apt,0,0,3,3,0,3,1758.671758,7
2950,43,Entire home/apt,34,4.5,4,1,1,0,262.0456307,3
2951,120,Entire home/apt,11,5,4,2,0,3,235.5723861,0
2952,35,Entire home/apt,22,4.5,2,1,1,1,1124.137036,14
2953,380,Entire home/apt,0,0,0,4,3,5,189.0366731,1
2954,20,Shared room,1,5,1,1,1,3,913.7221036,3
2955,110,Entire home/apt,4,5,2,1,1,2,211.7543442,1
2956,60,Entire home/apt,0,0,4,1,1,2,554.7224238,17
2957,170,Entire home/apt,0,0,4,1,1,3,1112.85343,9
2958,75,Entire home/apt,42,4.5,4,2,2,2,1786.248287,9
2959,71,Entire home/apt,6,5,4,1,1,2,259.5790932,4
2960,36,Entire home/apt,9,4.5,2,0,1,5,1363.056772,11
2961,65,Entire home/apt,3,5,2,0,1,3,841.8949223,10
2962,37,Entire home/apt,19,4.5,3,1,1,2,1627.936221,6
2963,45,Entire home/apt,2,3,4,2,1,5,1737.372676,3
2964,55,Entire home/apt,1,4,4,2,2,7,1059.809565,15
2965,600,Entire home/apt,0,0,0,4,4,7,816.4898659,0
2966,95,Entire home/apt,34,5,2,0,1,3,1006.696755,14
2967,29,Private room,0,0,2,1,1,1,1395.459256,4
2968,38,Entire home/apt,19,4.5,2,1,1,3,1401.095387,6
2969,64,Entire home/apt,15,5,4,1,1,3,1727.868695,8
2970,52,Private room,0,0,2,1,0,1,1299.989843,10
2971,77,Entire home/apt,1,4,2,1,1,10,790.1566825,4
2972,60,Entire home/apt,11,5,2,0,1,6,1584.481871,12
2973,27,Private room,1,3,2,1,2,1,863.8382148,33
2974,21,Entire home/apt,1,5,2,1,1,10,1420.264938,14
2975,79,Entire home/apt,21,5,0,2,2,2,423.2626241,6
2976,160,Entire home/apt,5,4.5,0,3,0,4,1570.107687,22
2977,16,Private room,0,0,1,1,1,1,887.5978738,2
2978,50,Entire home/apt,3,4.5,2,1,1,3,1358.187052,10
2979,24,Private room,8,4.5,2,1,1,3,794.6629685,46
2980,22,Private room,0,0,2,1,1,1,1393.793684,1
2981,38,Entire home/apt,16,5,2,0,1,4,738.6683585,6
2982,49,Entire home/apt,24,4.5,2,1,1,3,680.7027596,39
2983,32,Private room,7,4.5,2,1,1,1,322.7175007,3
2984,80,Entire home/apt,1,5,3,1,1,3,330.1888234,0
2985,60,Entire home/apt,4,4.5,4,2,1,14,1427.288468,15
2986,80,Entire home/apt,0,0,3,1,1,3,422.6566625,0
2987,220,Entire home/apt,1,5,0,4,0,3,774.3634755,1
2988,85,Entire home/apt,6,4,4,1,1,2,1738.480211,3
2989,280,Entire home/apt,0,0,4,2,0,2,763.9027856,1
2990,50,Shared room,0,0,2,1,1,1,1542.929469,7
2991,39,Entire home/apt,4,5,2,1,1,2,1033.591542,1
2992,75,Entire home/apt,3,3.5,2,0,1,2,1794.171615,7
2993,50,Private room,0,0,2,1,1,1,1066.898151,15
2994,29,Private room,18,5,2,1,1,1,1217.666182,12
2995,94,Entire home/apt,3,5,4,2,0,3,1259.525917,35
2996,40,Entire home/apt,4,5,0,3,2,3,1186.23776,20
2997,89,Entire home/apt,0,0,3,3,1,1,705.0234975,4
2998,31,Private room,0,0,1,1,2,3,480.9595205,8
2999,24,Private room,0,0,2,1,1,1,470.5074431,0
3000,54,Entire home/apt,0,0,2,0,1,2,998.5346961,16
3001,142,Entire home/apt,0,0,5,3,0,1,1692.026218,8
3002,46,Entire home/apt,0,0,2,0,1,7,369.7389387,0
3003,110,Entire home/apt,1,4,5,3,0,4,1563.643994,5
3004,85,Entire home/apt,0,0,4,0,1,1,1872.204992,2
3005,49,Entire home/apt,20,5,2,0,1,3,363.859636,1
3006,26,Private room,2,5,1,1,1,2,337.6891304,3
3007,109,Entire home/apt,0,0,3,1,2,4,1000.033678,24
3008,32,Entire home/apt,0,0,2,1,1,1,738.5863862,0
3009,55,Entire home/apt,0,0,2,1,1,3,641.616733,40
3010,235,Entire home/apt,0,0,0,4,3,5,659.4945506,10
3011,58,Entire home/apt,1,4,5,4,0,1,791.6933249,17
3012,45,Entire home/apt,28,5,2,1,1,5,605.30948,3
3013,40,Private room,32,4.5,2,1,1,1,1562.528379,4
3014,55,Entire home/apt,11,5,3,1,0,3,363.3283829,3
3015,69,Entire home/apt,2,3.5,4,1,1,3,1735.388643,7
3016,54,Entire home/apt,0,0,3,2,1,7,1069.6676,17
3017,100,Entire home/apt,0,0,4,2,2,7,964.5731429,32
3018,60,Entire home/apt,0,0,5,2,0,7,598.2108926,36
3019,427,Entire home/apt,0,0,4,2,3,7,586.0801142,1
3020,150,Entire home/apt,1,5,4,2,2,0,1259.412855,4
3021,33,Entire home/apt,36,4.5,2,0,1,1,333.1819656,2
3022,25,Private room,0,0,1,1,1,1,1698.664991,5
3023,45,Entire home/apt,0,0,2,0,1,1,1070.625903,41
3024,150,Entire home/apt,0,0,2,1,0,3,462.3839486,0
3025,25,Entire home/apt,5,5,2,1,1,3,1182.494622,16
3026,80,Entire home/apt,8,5,0,2,1,4,1522.084782,12
3027,50,Entire home/apt,0,0,2,2,1,1,1014.531332,25
3028,32,Entire home/apt,1,4,3,1,1,1,255.0491871,1
3029,39,Entire home/apt,2,4.5,2,0,1,3,657.4718806,11
3030,90,Entire home/apt,0,0,2,1,0,1,578.3907934,24
3031,99,Entire home/apt,0,0,2,0,2,2,754.6516267,6
3032,53,Entire home/apt,0,0,3,2,1,3,758.2093467,46
3033,30,Private room,5,5,1,1,1,1,733.8374191,9
3034,18,Private room,18,4,0,1,1,1,316.3501739,6
3035,235,Entire home/apt,0,0,0,3,1,3,1346.857013,11
3036,66,Entire home/apt,0,0,3,1,1,3,1526.819032,1
3037,44,Private room,0,0,1,1,1,7,1188.12409,5
3038,50,Private room,5,4.5,2,1,1,1,1079.996941,20
3039,99,Entire home/apt,26,4.5,0,3,0,4,1499.244603,3
3040,56,Entire home/apt,0,0,4,2,0,7,778.3535106,22
3041,20,Private room,5,4,2,1,2,14,224.5584708,3
3042,90,Entire home/apt,0,0,2,1,0,1,521.7211233,26
3043,50,Entire home/apt,10,4.5,3,1,1,2,379.2318163,2
3044,11,Private room,0,0,1,1,1,5,593.3251461,7
3045,33,Entire home/apt,0,0,2,1,1,7,781.9981438,36
3046,59,Entire home/apt,11,5,4,1,0,2,1629.954735,26
3047,131,Entire home/apt,0,0,0,2,1,3,878.1468119,5
3048,24,Private room,2,5,2,1,2,3,190.9659722,3
3049,49,Private room,20,4,2,1,1,1,1059.297513,15
3050,40,Entire home/apt,34,4.5,2,0,1,3,1531.767617,4
3051,15,Private room,5,4.5,1,1,2,7,929.5754228,13
3052,20,Private room,4,5,1,1,1,1,1091.56863,15
3053,50,Private room,0,0,2,1,2,7,577.0059127,37
3054,29,Private room,2,5,2,1,0,1,1043.480656,2
3055,50,Private room,0,0,1,1,2,1,1823.496994,9
3056,49,Entire home/apt,1,5,5,3,1,7,1428.237408,39
3057,100,Entire home/apt,13,4.5,4,2,0,3,1228.1879,17
3058,120,Entire home/apt,1,4,5,3,1,3,1300.032434,10
3059,215,Entire home/apt,0,0,4,2,0,5,1788.34681,8
3060,55,Entire home/apt,2,4,4,3,1,7,1137.714794,11
3061,40,Entire home/apt,0,0,2,1,1,5,793.6915896,5
3062,210,Entire home/apt,0,0,5,2,2,4,306.0625914,7
3063,41,Entire home/apt,3,4.5,2,1,1,1,621.7798281,6
3064,40,Private room,0,0,2,1,1,1,1308.669403,4
3065,115,Entire home/apt,13,4.5,4,2,2,3,829.640041,13
3066,120,Entire home/apt,0,0,0,4,0,7,1070.639274,8
3067,48,Entire home/apt,0,0,0,1,1,1,1764.457529,40
3068,21,Private room,1,5,1,1,1,10,971.2722419,1
3069,14,Shared room,11,4,4,1,1,1,217.9883289,5
3070,40,Entire home/apt,0,0,0,0,2,7,1080.313896,3
3071,43,Entire home/apt,33,5,2,0,1,2,1811.912229,15
3072,20,Private room,11,4.5,1,1,1,2,1648.849057,9
3073,100,Entire home/apt,2,4.5,2,1,1,7,731.2948792,7
3074,100,Entire home/apt,2,3.5,2,1,1,7,799.7489949,4
3075,35,Private room,0,0,2,1,1,6,1748.68061,8
3076,88,Private room,0,0,2,1,1,1,1034.689365,22
3077,121,Entire home/apt,6,4.5,5,2,0,3,1806.303916,10
3078,50,Entire home/apt,0,0,2,1,1,3,1104.430823,1
3079,40,Entire home/apt,7,5,2,0,1,3,520.0120215,7
3080,48,Entire home/apt,0,0,4,2,2,20,153.43996,0
3081,28,Private room,3,4.5,2,1,0,1,855.7432861,3
3082,53,Entire home/apt,0,0,3,1,1,1,815.7376789,11
3083,45,Entire home/apt,1,5,3,1,1,1,943.6500928,5
3084,39,Entire home/apt,11,5,2,0,1,4,810.7492992,3
3085,25,Shared room,8,5,2,1,1,1,1190.697153,17
3086,20,Private room,2,4.5,1,1,0,7,1144.794963,8
3087,22,Private room,31,4.5,2,1,1,2,880.1733708,6
3088,55,Entire home/apt,1,5,4,1,1,2,713.3302005,50
3089,44,Private room,27,4.5,2,1,1,2,952.0264869,15
3090,54,Private room,4,5,3,1,1,2,896.4461874,16
3091,290,Entire home/apt,0,0,4,2,0,1,435.9423184,1
3092,10,Private room,0,0,2,1,1,1,558.4029474,2
3093,100,Entire home/apt,0,0,0,2,2,1,301.1854005,2
3094,22,Private room,2,4,1,1,0,6,1784.15014,4
3095,34,Private room,5,4.5,4,1,1,1,1645.684437,27
3096,21,Private room,2,5,2,1,1,5,915.3239474,20
3097,32,Private room,18,4.5,2,1,0,1,1537.771976,3
3098,50,Private room,0,0,1,1,1,1,1302.860722,17
3099,34,Private room,6,5,2,1,1,1,111.0774616,8
3100,60,Private room,0,0,2,1,1,1,1449.191662,10
3101,16,Private room,0,0,1,1,0,7,642.1731968,5
3102,30,Entire home/apt,2,5,3,3,1,14,1561.06203,8
3103,43,Entire home/apt,0,0,2,1,1,1,757.2528183,22
3104,27,Private room,1,0,2,1,2,1,1371.743458,39
3105,300,Entire home/apt,0,0,5,3,3,1,670.9214527,5
3106,27,Private room,0,0,2,1,1,1,1449.231681,3
3107,16,Private room,0,0,1,1,2,1,1138.811989,0
3108,64,Entire home/apt,0,0,2,1,1,1,1707.870055,7
3109,388,Entire home/apt,1,4,0,4,3,5,103.307393,0
3110,360,Entire home/apt,0,0,4,2,0,5,684.1994232,6
3111,54,Entire home/apt,2,4,3,1,1,5,956.3039271,5
3112,32,Private room,0,0,6,1,4,1,1711.592403,3
3113,45,Private room,0,0,1,1,1,1,963.7072228,21
3114,40,Private room,2,4.5,2,1,1,6,1297.680555,16
3115,30,Shared room,1,5,0,1,4,6,1689.407566,14
3116,50,Entire home/apt,0,0,2,1,1,3,1314.635572,25
3117,21,Private room,5,4.5,2,1,1,5,783.2529308,23
3118,300,Entire home/apt,0,0,0,4,3,1,740.221163,13
3119,80,Private room,0,0,2,1,1,1,587.3308535,1
3120,70,Private room,0,0,3,1,1,1,1524.500775,15
3121,160,Entire home/apt,0,0,2,1,1,1,1203.079889,4
3122,40,Private room,1,5,3,1,2,1,1532.607491,3
3123,19,Shared room,0,0,1,1,1,1,1006.326897,13
3124,54,Private room,0,0,2,1,1,1,494.7745792,37
3125,75,Private room,0,0,4,1,1,1,1493.32536,23
3126,43,Private room,7,4.5,2,1,1,2,1082.747983,14
3127,41,Private room,0,0,2,1,2,1,927.4715787,15
3128,43,Private room,10,4,2,1,1,2,1068.495527,12
3129,100,Private room,0,0,2,1,2,1,1658.603558,4
3130,18,Private room,9,4.5,1,1,0,7,1094.885392,10
3131,50,Entire home/apt,0,0,2,1,1,3,862.0823787,6
3132,53,Entire home/apt,0,0,4,0,1,1,622.5383606,6
3133,42,Entire home/apt,0,0,2,0,1,1,1277.646779,11
3134,39,Entire home/apt,38,4.5,2,0,1,1,1024.900499,5
3135,53,Private room,0,0,3,1,1,1,1631.870401,91
3136,21,Private room,0,0,3,1,2,5,624.2611354,4
3137,30,Entire home/apt,0,0,2,1,1,7,862.5473992,14
3138,180,Private room,0,0,1,1,2,7,461.62503,2
3139,85,Entire home/apt,0,0,4,2,1,3,1564.50833,3
3140,75,Entire home/apt,2,4,4,1,1,1,444.6976984,23
3141,23,Private room,0,0,1,1,2,1,425.396319,6
3142,30,Entire home/apt,0,0,3,2,1,4,1478.20539,3
3143,64,Entire home/apt,0,0,4,0,1,3,1370.678938,11
3144,65,Entire home/apt,0,0,2,1,1,3,1484.646435,8
3145,115,Entire home/apt,3,4,5,3,2,3,490.1263307,3
3146,79,Private room,0,0,3,1,1,1,275.0930611,2
3147,210,Entire home/apt,0,0,2,1,0,1,415.0593904,0
3148,42,Entire home/apt,0,0,2,0,1,2,830.7069788,6
3149,48,Entire home/apt,0,0,4,2,1,1,851.1918649,0
3150,58,Entire home/apt,19,4.5,2,1,1,1,929.161803,25
3151,65,Entire home/apt,1,3,5,2,1,1,839.58067,23
3152,94,Entire home/apt,6,4.5,3,1,1,3,245.4194142,1
3153,53,Entire home/apt,9,4.5,2,0,1,3,617.551554,2
3154,80,Entire home/apt,1,5,3,2,2,10,875.8793291,5
3155,27,Private room,0,0,2,1,1,1,979.2248384,8
3156,48,Entire home/apt,24,5,2,0,1,1,148.7663271,2
3157,30,Private room,0,0,2,1,1,1,954.3487458,11
3158,27,Private room,1,5,2,1,3,1,1688.427958,57
3159,28,Private room,0,0,2,1,1,1,567.6410069,7
3160,20,Private room,3,5,2,1,1,2,961.7692231,3
3161,40,Entire home/apt,24,4.5,2,1,1,0,1117.13332,8
3162,27,Private room,2,2.5,2,1,3,1,1584.033881,28
3163,37,Entire home/apt,1,5,2,1,2,2,1477.042069,2
3164,34,Private room,0,0,2,1,1,1,1128.389006,3
3165,22,Private room,0,0,0,1,3,1,1659.48256,4
3166,219,Private room,0,0,1,1,2,1,1124.886502,5
3167,175,Entire home/apt,0,0,3,1,0,3,436.1548082,0
3168,120,Private room,0,0,4,1,2,1,933.9085978,8
3169,99,Entire home/apt,10,5,4,2,0,4,1400.168146,5
3170,25,Private room,0,0,5,1,2,15,441.1632523,6
3171,25,Private room,3,4.5,1,1,1,1,485.0140217,7
3172,27,Private room,0,0,1,1,1,3,1367.933745,9
3173,27,Private room,0,0,1,1,0,3,1333.41595,8
3174,50,Entire home/apt,1,5,2,0,1,1,898.0463138,18
3175,30,Entire home/apt,2,4.5,4,2,1,1,773.8572788,1
3176,45,Entire home/apt,8,4.5,3,1,1,2,872.6713399,11
3177,110,Entire home/apt,0,0,3,2,0,1,630.3664577,15
3178,40,Entire home/apt,35,5,3,1,1,2,1500.503612,17
3179,30,Entire home/apt,2,5,2,1,1,1,538.4177876,12
3180,31,Private room,0,0,2,1,1,1,102.7710489,2
3181,40,Entire home/apt,15,4.5,4,1,1,1,941.7196691,11
3182,32,Private room,0,0,1,1,1,7,678.2912011,10
3183,50,Entire home/apt,0,0,2,1,1,1,741.3759448,52
3184,95,Entire home/apt,0,0,0,3,2,7,632.0560576,12
3185,32,Private room,0,0,2,1,0,7,658.4946135,11
3186,25,Entire home/apt,0,0,2,1,1,1,1302.099552,67
3187,45,Entire home/apt,1,5,2,0,1,2,692.3013396,7
3188,58,Entire home/apt,2,4.5,2,0,1,2,1265.571231,12
3189,35,Shared room,2,4,3,1,3,1,808.9919111,6
3190,54,Entire home/apt,24,4.5,2,0,1,3,656.1832578,3
3191,15,Shared room,2,4.5,2,1,1,1,1241.03084,22
3192,49,Entire home/apt,9,4,4,1,1,3,1399.682057,9
3193,50,Entire home/apt,3,5,3,1,0,3,560.2226571,34
3194,80,Entire home/apt,0,0,5,2,1,1,1481.897543,24
3195,80,Entire home/apt,0,0,3,1,1,3,1616.45434,6
3196,38,Entire home/apt,0,0,2,1,1,3,1838.734127,6
3197,35,Entire home/apt,0,0,2,1,1,6,1255.787676,13
3198,20,Private room,7,4,1,1,1,1,1140.27748,8
3199,19,Private room,0,0,1,1,3,1,1194.168642,7
3200,65,Entire home/apt,5,4,4,3,3,2,735.0795367,24
3201,55,Entire home/apt,0,0,2,0,1,1,1769.1436,6
3202,55,Entire home/apt,0,0,2,0,1,5,1560.052178,4
3203,48,Entire home/apt,0,0,2,0,1,3,1265.355871,10
3204,40,Entire home/apt,4,4,2,0,1,2,395.5858565,2
3205,100,Entire home/apt,4,5,3,1,1,2,833.9732601,37
3206,80,Entire home/apt,4,5,4,2,1,1,761.5972905,24
3207,39,Entire home/apt,5,4.5,2,1,1,3,1076.53426,42
3208,32,Private room,3,4,2,1,0,1,268.8299718,10
3209,250,Entire home/apt,0,0,4,2,2,1,1244.713148,20
3210,40,Entire home/apt,0,0,2,0,0,3,1351.0572,11
3211,16,Private room,0,0,1,1,2,4,1649.138041,33
3212,23,Private room,1,5,2,1,2,3,241.8892047,3
3213,23,Private room,0,0,2,1,1,3,240.7591428,3
3214,130,Entire home/apt,1,5,0,3,2,4,175.6371937,1
3215,21,Private room,0,0,1,1,1,7,1271.527964,14
3216,90,Entire home/apt,1,0,3,1,1,1,1489.476822,0
3217,33,Entire home/apt,1,4,2,1,1,5,1687.704492,9
3218,59,Entire home/apt,7,5,3,1,1,2,1142.878949,10
3219,51,Entire home/apt,3,5,2,0,1,2,682.2231623,0
3220,58,Private room,0,0,4,1,1,4,299.7455211,4
3221,75,Entire home/apt,0,0,4,2,2,7,694.1070165,22
3222,40,Private room,0,0,2,1,1,1,980.8269047,6
3223,96,Entire home/apt,0,0,2,1,1,1,1316.848257,6
3224,53,Entire home/apt,0,0,2,1,1,1,1317.704032,10
3225,55,Entire home/apt,7,5,4,1,1,3,277.9975569,1
3226,30,Entire home/apt,0,0,3,1,1,1,336.5556991,9
3227,30,Entire home/apt,3,4.5,2,0,1,7,1367.199854,7
3228,59,Entire home/apt,0,0,5,2,2,26,702.9749347,3
3229,42,Entire home/apt,0,0,4,1,1,7,1870.450513,4
3230,48,Entire home/apt,0,0,4,1,1,3,1812.569889,23
